experiment,title,label,alg_name,final_hv_regret,hv_regret_2_sem,per_evaluation_time,time_2_sem,num_replications
1d_toy,Toy Problem,sobol,Sobol,2.382839910004506,0.268921189955899,0.41537096893787384,0.2703176008892601,20
1d_toy,Toy Problem,nparego,qNParEGO,4.688958387770342,0.7752414410318021,2.2437678490877153,1.9656929980560072,20
1d_toy,Toy Problem,nehvi,qNEHVI,8.94544274319614,1.8693189787813382,3.0124716045856474,2.4634725670389273,20
1d_toy,Toy Problem,nehvi_rff,qNEHVI-RFF,5.966511633317538,0.7668934462683478,0.40148330366611484,0.33740715271961486,20
1d_toy,Toy Problem,expectation_nparego,Exp-qNParEGO,8.646282013903388,4.53281029462143,13.130606101870537,23.45599368204446,20
1d_toy,Toy Problem,expectation_nehvi_rff,Exp-NEHVI-RFF,2.0934620312239502,0.13171119509992182,0.4238950996398925,0.2907465508939335,20
1d_toy,Toy Problem,ch-var-ucb,MARS-UCB,1.2420499366370308,0.10243909234150496,6.679768625497818,7.377266699140757,20
1d_toy,Toy Problem,ref_ch-var-ts,MARS-TS,1.0226763976391737,0.0756982019775018,0.9140278939008712,0.6887521091374506,20
1d_toy,Toy Problem,ref_ch-var-nei,MARS-NEI,0.8624758622885196,0.04975671057944011,10.42893480157852,21.076517870003464,20
1d_toy,Toy Problem,ref_mvar_nehvi,MVaR-NEHVI,1.7582319691705521,0.15465308562466804,68.55265522824394,64.24153086903627,9
1d_toy,Toy Problem,ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.8715333092847715,0.06971803155663131,2.555607430458069,2.2158014210634454,20
1d_toy,Toy Problem,cas,Constraint Active Search,10.775097443358945,3.196246669436891,2.840195403814316,1.5360471538983569,20
1d_toy_q2,"Toy Problem, q=2",ref_ch-var-nei,MARS-NEI,0.9225439669300357,0.043030106919265815,14.444746614004437,21.299270281911053,19
1d_toy_q2,"Toy Problem, q=2",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,1.0333859765504911,0.04690198840848011,4.003531716108322,6.604992566910051,20
1d_toy_q4,"Toy Problem, q=4",ref_ch-var-nei,MARS-NEI,0.9213832415725705,0.07440940600990047,19.24556299328804,36.90947283157054,20
1d_toy_q4,"Toy Problem, q=4",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,1.2136283039956481,0.0693035358167292,5.755115699529648,5.173402364205467,20
1d_toy_q8,"Toy Problem, q=8",ref_ch-var-nei,MARS-NEI,0.9261248286956345,0.07580489041753077,20.21238086557388,50.517089792514284,20
bc_v2,Constrained Branin Currin,sobol,Sobol,40.353458941609915,6.882905619392758,0.8981148915290832,0.4246978441540795,20
bc_v2,Constrained Branin Currin,nparego,qNParEGO,35.94998715679435,4.926852956792649,4.7009511256217955,4.644800293083242,20
bc_v2,Constrained Branin Currin,nehvi,qNEHVI,48.134761941526676,5.948210350439888,10.339349743247032,9.419823126111112,20
bc_v2,Constrained Branin Currin,nehvi_rff,qNEHVI-RFF,56.1037359282052,7.284632031601107,1.5021816235780716,1.047581295316293,20
bc_v2,Constrained Branin Currin,expectation_nparego,Exp-qNParEGO,19.340701744446278,2.2055617562548555,9.103479898810386,6.872358095434235,20
bc_v2,Constrained Branin Currin,expectation_nehvi_rff,Exp-NEHVI-RFF,9.761697738252906,0.47198795979080793,3.9311482387781145,2.846474694641138,20
bc_v2,Constrained Branin Currin,ref_ch-var-ts,MARS-TS,7.72622180125677,0.4713534506165626,2.1500598688125607,1.557579754858325,20
bc_v2,Constrained Branin Currin,ref_ch-var-nei,MARS-NEI,5.4321654358655,0.2737925927603257,7.196620549678803,4.59999123579337,20
bc_v2,Constrained Branin Currin,ref_mvar_nehvi,MVaR-NEHVI,7.422878771625392,nan,277.19874933958056,nan,1
bc_v2,Constrained Branin Currin,ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,4.355800169839313,0.12510274310065644,5.797082931995392,4.74122818310738,20
bc_v2,Constrained Branin Currin,cas,Constraint Active Search,25.527817791365123,1.7229798732210295,9.636718826532364,3.767142561298661,20
bc_q2,"Constrained Branin Currin, q=2",ref_ch-var-nei,MARS-NEI,5.1960497298825885,0.2059288080997936,7.725843499660492,4.883876374851413,20
bc_q2,"Constrained Branin Currin, q=2",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,6.195272271460908,0.35503180381310867,237.7815379744768,298.8889586145392,20
bc_q4,"Constrained Branin Currin, q=4",ref_ch-var-nei,MARS-NEI,5.575122734049728,0.38439944899961315,7.725957899212838,5.751970550750222,20
bc_q8,"Constrained Branin Currin, q=8",ref_ch-var-nei,MARS-NEI,5.590016244579829,0.41029947691179147,8.8156173453331,6.768497426998879,20
bc_8,"Constrained Branin Currin, n_xi=8",expectation_nparego,Exp-qNParEGO,14.434186642706663,1.8796963814910623,10.282070373773575,10.115188422805005,20
bc_8,"Constrained Branin Currin, n_xi=8",expectation_nehvi_rff,Exp-NEHVI-RFF,7.528647849714844,0.3835656961408834,7.151456823587417,10.70256992369486,20
bc_8,"Constrained Branin Currin, n_xi=8",ref_ch-var-ts,MARS-TS,10.072203701515946,1.136714281513502,3.5074532649517063,4.150717327112395,20
bc_8,"Constrained Branin Currin, n_xi=8",ref_ch-var-nei,MARS-NEI,8.29180421062847,0.6488356888574974,7.467282215356827,5.117968830059938,20
bc_8,"Constrained Branin Currin, n_xi=8",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,6.951302720312924,0.39063533127800604,6.808202954530716,7.630431335128658,20
bc_16,"Constrained Branin Currin, n_xi=16",expectation_nparego,Exp-qNParEGO,15.895089607404998,1.905474977633948,10.160334319114686,7.008409054791464,20
bc_16,"Constrained Branin Currin, n_xi=16",expectation_nehvi_rff,Exp-NEHVI-RFF,8.308262010735007,0.32060864833295916,6.328432005643845,6.132167470330461,20
bc_16,"Constrained Branin Currin, n_xi=16",ref_ch-var-ts,MARS-TS,8.501754004505983,0.6705398113460471,3.718162415981293,5.3863080176514995,20
bc_16,"Constrained Branin Currin, n_xi=16",ref_ch-var-nei,MARS-NEI,6.404828804731778,0.4534032794741151,7.558769744992256,6.588111699412295,20
bc_16,"Constrained Branin Currin, n_xi=16",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,5.288833438224174,0.212030022457773,8.37799555361271,12.938168744582663,20
bc_64,"Constrained Branin Currin, n_xi=64",expectation_nparego,Exp-qNParEGO,22.026894428046035,1.9111358685618343,10.731199850241344,10.233486755484792,18
bc_64,"Constrained Branin Currin, n_xi=64",expectation_nehvi_rff,Exp-NEHVI-RFF,13.05128990004414,0.6163983711117618,6.8304191697835925,9.34016313337806,20
bc_64,"Constrained Branin Currin, n_xi=64",ref_ch-var-ts,MARS-TS,6.8337820290987565,0.4018909464932945,4.0595313602685925,5.704421754354116,20
bc_64,"Constrained Branin Currin, n_xi=64",ref_ch-var-nei,MARS-NEI,5.496766262429674,0.22891037268360662,10.341606884664959,7.077089975998341,18
bc_64,"Constrained Branin Currin, n_xi=64",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,4.024655998214257,0.19116435489671404,344.82064885194484,272.42304650318226,13
bc_96,"Constrained Branin Currin, n_xi=96",expectation_nparego,Exp-qNParEGO,27.169253488505092,8.823057164105714,10.755613933404286,42.2514611651868,3
bc_96,"Constrained Branin Currin, n_xi=96",expectation_nehvi_rff,Exp-NEHVI-RFF,15.853544066313361,0.8882237794004306,6.315925500273704,9.746601302570221,20
bc_96,"Constrained Branin Currin, n_xi=96",ref_ch-var-ts,MARS-TS,6.501307411240077,0.46756973768103577,4.018913593411446,4.309844960452422,20
bc_96,"Constrained Branin Currin, n_xi=96",ref_ch-var-nei,MARS-NEI,6.639665636436121,1.134448943227817,9.039421648184458,18.600247747596566,3
bc_128,"Constrained Branin Currin, n_xi=128",expectation_nparego,Exp-qNParEGO,49.71941953683995,nan,16.710466039180755,nan,1
bc_128,"Constrained Branin Currin, n_xi=128",expectation_nehvi_rff,Exp-NEHVI-RFF,16.560539659093138,0.44246440469686915,6.997421235442162,9.195659058533852,20
bc_128,"Constrained Branin Currin, n_xi=128",ref_ch-var-ts,MARS-TS,6.9698629800050185,0.4587043221462721,4.667149800419808,4.537737484713759,20
bc_128,"Constrained Branin Currin, n_xi=128",ref_ch-var-nei,MARS-NEI,8.21576655555873,nan,7.801524312496185,nan,1
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",sobol,Sobol,31.151254626974605,3.639933546447643,0.9309463061094284,1.0145540605087198,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",nparego,qNParEGO,32.786147660361394,4.071913644239835,5.5523402842283245,4.377363792093878,20
