experiment,title,label,alg_name,final_hv_regret,hv_regret_2_sem,per_evaluation_time,time_2_sem,num_replications
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",nehvi,qNEHVI,51.57714716531359,7.587766811648262,9.78614495062828,8.917377246621836,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",nehvi_rff,qNEHVI-RFF,56.00712751381138,8.083661350433486,2.0910510864257814,3.2356170409562943,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",expectation_nparego,Exp-qNParEGO,27.312377070898265,7.729012113995963,10.658288198828698,11.124003873658495,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",expectation_nehvi_rff,Exp-NEHVI-RFF,12.33881393369711,0.4802903854191515,7.202363615512848,10.824078513254909,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",ref_ch-var-ts,MARS-TS,8.548636611127222,0.4733929002118384,3.330653532385826,3.7036735537647067,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",ref_ch-var-nei,MARS-NEI,7.020300754883465,0.40304896846186944,8.35177825975418,5.338931612331645,20
bc_heteroskedastic_v2,"Constrained Branin Currin, Heteroscedastic",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,5.685306430141509,0.20565438388755566,10.00500241315365,11.900185219377102,20
disc_brake,Disc Brake,sobol,Sobol,1.9389430770370106,0.13510581120150553,0.8701079932451248,0.9979396826748795,20
disc_brake,Disc Brake,nparego,qNParEGO,1.9104081107317796,0.18285710939207728,7.855316750407219,15.05912572397738,20
disc_brake,Disc Brake,nehvi,qNEHVI,1.2328527563307174,0.176596903422293,16.899288276791573,10.279248926582799,20
disc_brake,Disc Brake,nehvi_rff,qNEHVI-RFF,1.711435677900539,0.19669908412375087,2.724983509063721,5.417310509135936,20
disc_brake,Disc Brake,expectation_nparego,Exp-qNParEGO,0.3425613892682584,0.05728099319839906,23.248884672522546,166.3309106336682,20
disc_brake,Disc Brake,expectation_nehvi_rff,Exp-NEHVI-RFF,0.10181023851455517,0.005189663266559438,3.291693900942802,7.278204153487328,20
disc_brake,Disc Brake,ref_ch-var-ts,MARS-TS,0.31989856629665603,0.021130934815612883,3.0732878363132476,6.513483789843218,20
disc_brake,Disc Brake,ref_ch-var-nei,MARS-NEI,0.2958586666369296,0.01339716006680459,10.2794408172369,45.391610070731055,20
disc_brake,Disc Brake,ref_mvar_nehvi,MVaR-NEHVI,0.10214491436732143,0.004422685649434299,243.17407815260046,154.0167414082782,17
disc_brake,Disc Brake,ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.19208500534912076,0.006474727731741637,2.8921385937929154,3.0896425673613925,20
disc_brake_8,"Disc Brake, n_xi=8",expectation_nparego,Exp-qNParEGO,0.41431422084606595,0.09475351711524131,16.728757838487624,19.736520911255838,20
disc_brake_8,"Disc Brake, n_xi=8",expectation_nehvi_rff,Exp-NEHVI-RFF,0.23926393502565801,0.02655971473288345,6.0547690027952195,10.89594250955994,20
disc_brake_8,"Disc Brake, n_xi=8",ref_ch-var-ts,MARS-TS,0.33546334523712673,0.022668907895049988,4.4824253357648844,1.5745195354973998,20
disc_brake_8,"Disc Brake, n_xi=8",ref_ch-var-nei,MARS-NEI,0.3333371555996436,0.03495841421168621,9.36549563038349,7.356365980288436,20
disc_brake_8,"Disc Brake, n_xi=8",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.2541083136965554,0.014465597008506057,3.538996618270874,4.465384680094063,20
disc_brake_16,"Disc Brake, n_xi=16",expectation_nparego,Exp-qNParEGO,0.32899981607206286,0.05621156200946508,18.090187091946603,35.92972001951101,20
disc_brake_16,"Disc Brake, n_xi=16",expectation_nehvi_rff,Exp-NEHVI-RFF,0.13315167581224685,0.008360488412102138,5.757770926594734,9.324792745513133,20
disc_brake_16,"Disc Brake, n_xi=16",ref_ch-var-ts,MARS-TS,0.2561484562951373,0.017506147317625825,7.061732921361924,7.6478379463504735,20
disc_brake_16,"Disc Brake, n_xi=16",ref_ch-var-nei,MARS-NEI,0.2738886105186502,0.015207767569531943,11.942181841611863,26.708816449893966,20
disc_brake_16,"Disc Brake, n_xi=16",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.19379079711780012,0.012133031526310175,3.021672237873078,3.828155785491821,20
disc_brake_64,"Disc Brake, n_xi=64",sobol,Sobol,1.9389430770370106,0.13510581120150553,0.7324646272659302,0.3210294403381444,20
disc_brake_64,"Disc Brake, n_xi=64",nparego,qNParEGO,1.626212416678892,0.20047867629974161,11.985401252269744,9.423041142777981,20
disc_brake_64,"Disc Brake, n_xi=64",nehvi_rff,qNEHVI-RFF,1.646141450442439,0.1631970238712871,4.0659692639112475,6.405411168515807,20
disc_brake_64,"Disc Brake, n_xi=64",expectation_nparego,Exp-qNParEGO,0.3727101828182944,0.09684589568011472,38.62835218780919,170.33744461197986,19
disc_brake_64,"Disc Brake, n_xi=64",expectation_nehvi_rff,Exp-NEHVI-RFF,0.10631267046468906,0.004496321866195836,4.943101778030395,9.15326301181219,20
disc_brake_64,"Disc Brake, n_xi=64",ref_ch-var-ts,MARS-TS,0.3207726534782678,0.015047501862313437,4.102327460289001,2.407571406248748,20
disc_brake_64,"Disc Brake, n_xi=64",ref_ch-var-nei,MARS-NEI,0.2749947271281803,0.018238873145877608,23.40698263923327,86.31784922298208,18
disc_brake_64,"Disc Brake, n_xi=64",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.19666465745310635,0.007386493222549086,3.6151760586500163,4.373269256079835,20
disc_brake_96,"Disc Brake, n_xi=64",expectation_nparego,Exp-qNParEGO,0.50234878462118,nan,37.896399142742155,nan,1
disc_brake_96,"Disc Brake, n_xi=64",expectation_nehvi_rff,Exp-NEHVI-RFF,0.11083147885089328,0.004916258855788752,4.534350921392441,7.0991371821749265,20
disc_brake_96,"Disc Brake, n_xi=64",ref_ch-var-ts,MARS-TS,0.2807375859526182,0.016410354355434736,4.668066948771477,7.068019188466072,20
disc_brake_96,"Disc Brake, n_xi=64",ref_ch-var-nei,MARS-NEI,0.42306994506921036,nan,12.587975127696991,nan,1
disc_brake_96,"Disc Brake, n_xi=64",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.18283719696825784,0.010238516188880957,3.854952062368393,3.756023812340532,20
disc_brake_128,"Disc Brake, n_xi=128",sobol,Sobol,1.9389430770370106,0.13510581120150553,0.8695029451847077,0.8543165631026017,20
disc_brake_128,"Disc Brake, n_xi=128",nparego,qNParEGO,1.7982171278474155,0.22541783905387852,11.857490405797957,9.388205459717001,20
disc_brake_128,"Disc Brake, n_xi=128",nehvi_rff,qNEHVI-RFF,1.6782598636026842,0.20845137988933554,4.153108219265938,5.750787473785485,20
disc_brake_128,"Disc Brake, n_xi=128",expectation_nparego,Exp-qNParEGO,0.5841886131275205,nan,52.8212004327774,nan,1
disc_brake_128,"Disc Brake, n_xi=128",expectation_nehvi_rff,Exp-NEHVI-RFF,0.11683934140778618,0.006015160310726907,4.561458332180977,9.742248266317038,20
disc_brake_128,"Disc Brake, n_xi=128",ref_ch-var-ts,MARS-TS,0.30983237466371705,0.021715082226288353,3.987457160830498,1.4708618332408538,20
disc_brake_128,"Disc Brake, n_xi=128",ref_ch-var-nei,MARS-NEI,0.476016829451698,nan,16.80262710571289,nan,1
disc_brake_128,"Disc Brake, n_xi=128",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.18558609923686564,0.02311615522263379,4.778220231533051,5.991501733204541,20
penicillin_v2,Penicillin,sobol,Sobol,16755.21215664517,537.1017355459667,2.929159508228302,1.4595696066708164,20
penicillin_v2,Penicillin,nparego,qNParEGO,17308.20862570095,891.5866457331447,21.209254157185555,25.551334733046822,20
penicillin_v2,Penicillin,nehvi,qNEHVI,16516.178157566206,1173.6539660783399,23.62507087421417,40.95751227900227,20
penicillin_v2,Penicillin,nehvi_rff,qNEHVI-RFF,13817.141730407951,898.1932174152352,4.984112362742424,3.886922659260626,20
penicillin_v2,Penicillin,expectation_nparego,Exp-qNParEGO,15249.880719415072,976.37468359239,121.90009364843368,118.98078864347451,20
penicillin_v2,Penicillin,expectation_nehvi_rff,Exp-NEHVI-RFF,14620.382295056377,568.3848367071532,5.109894857764244,3.272361246678659,20
penicillin_v2,Penicillin,ch-var-ucb,MARS-UCB,17702.37246310133,991.3229563138063,12.329885170221328,14.095544988235778,20
penicillin_v2,Penicillin,ref_ch-var-ts,MARS-TS,14884.21954556607,474.2411224523476,6.697395913481712,5.8356988575702795,20
penicillin_v2,Penicillin,ref_ch-var-nei,MARS-NEI,10570.812819679173,851.1589119878887,41.35384515714645,60.04506775754652,20
gmm_demo,"GMM, Std=0.05",sobol,Sobol,0.011486054214722655,0.0021263449223915378,0.38906448781490327,0.1830570972907199,20
gmm_demo,"GMM, Std=0.05",nparego,qNParEGO,0.002892416308596737,0.0010191300951029939,2.2115038220882415,1.7449688822985574,20
gmm_demo,"GMM, Std=0.05",nehvi,qNEHVI,0.004110430706454973,0.0017540120282438783,2.6609229815006255,3.1280569531419187,20
gmm_demo,"GMM, Std=0.05",nehvi_rff,qNEHVI-RFF,0.003926887716777926,0.0015514395923866106,0.5018129671812058,0.5833380674735167,20
gmm_demo,"GMM, Std=0.05",expectation_nparego,Exp-qNParEGO,0.0021513430929119455,0.00071316519509168,3.5665383872985843,3.196767308352333,20
gmm_demo,"GMM, Std=0.05",expectation_nehvi_rff,Exp-NEHVI-RFF,0.003065634481808844,0.0010651741576557642,0.5053477923870087,0.6163103799768891,20
gmm_demo,"GMM, Std=0.05",ch-var-ucb,MARS-UCB,0.004319612580984792,0.0011279151620799952,7.678332277059556,7.215932026891979,20
gmm_demo,"GMM, Std=0.05",ref_ch-var-ts,MARS-TS,0.0006044458916870284,2.0669782697955817e-05,4.055235852718353,5.371063549778825,20
gmm_demo,"GMM, Std=0.05",ref_ch-var-nei,MARS-NEI,0.0005874424553287544,1.4103672118720263e-05,7.20850876057148,13.924688196924347,20
gmm_demo,"GMM, Std=0.05",ref_mvar_nehvi,MVaR-NEHVI,0.0005792942751575852,2.1983038536888025e-05,213.44744454542797,282.7368299988875,6
gmm_demo,"GMM, Std=0.05",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.0005797317089222542,1.5531375979592953e-05,2.1017760305404662,2.3375823982132578,20
gmm_demo,"GMM, Std=0.05",cas,Constraint Active Search,0.003627750171756105,0.0004639607519446455,7.664549527406693,8.206383635187326,20
gmm_noise2x,"GMM, Std=0.10",sobol,Sobol,0.0067647924365256025,0.0011058093220439034,0.36412236189842223,0.21709402732754737,20
gmm_noise2x,"GMM, Std=0.10",nparego,qNParEGO,0.0033665729712652227,0.0007001420562170127,2.606920347332954,1.6581477639907838,20
gmm_noise2x,"GMM, Std=0.10",nehvi,qNEHVI,0.0036840666305679864,0.001377420771499025,2.298569120526314,1.5326247722926192,20
gmm_noise2x,"GMM, Std=0.10",nehvi_rff,qNEHVI-RFF,0.003645419041791338,0.00120025303344043,0.7868992360830308,0.5493723937717638,20
gmm_noise2x,"GMM, Std=0.10",expectation_nparego,Exp-qNParEGO,0.002136213442618242,0.0006986357768010931,24.019595616579053,68.92286493043437,20
gmm_noise2x,"GMM, Std=0.10",expectation_nehvi_rff,Exp-NEHVI-RFF,0.0009608788528849693,0.00010623366541918847,0.7795678162574768,0.4646690010694745,20
gmm_noise2x,"GMM, Std=0.10",ref_ch-var-nei,MARS-NEI,0.0009644949657364905,5.7284724966010925e-05,15.38876908636093,36.12751142352276,20
gmm_noise2x,"GMM, Std=0.10",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.0009961092924742065,4.120665806434252e-05,2.579244399428368,1.503155877648764,20
gmm_noise2x,"GMM, Std=0.10",cas,Constraint Active Search,0.00886434803572436,0.0012343686664463074,7.185542594075202,5.893705482337333,20
gmm_noise4x,"GMM, Std=0.20",sobol,Sobol,0.00035223138219587623,6.658066096102153e-05,0.32644365990161894,0.14602186423109959,20
gmm_noise4x,"GMM, Std=0.20",nparego,qNParEGO,0.00019903556273451,2.52836619878311e-05,2.318296712756157,1.5900193569997587,20
gmm_noise4x,"GMM, Std=0.20",nehvi,qNEHVI,0.00021682610394547683,3.953073864766054e-05,2.3774126406908036,1.525331151947288,20
gmm_noise4x,"GMM, Std=0.20",nehvi_rff,qNEHVI-RFF,0.00023099974125351968,4.423110976203037e-05,0.6697901903390884,0.4856005394879029,20
gmm_noise4x,"GMM, Std=0.20",expectation_nparego,Exp-qNParEGO,0.00010431140024527502,9.82626586123619e-06,44.58776938116551,56.0095967851568,20
gmm_noise4x,"GMM, Std=0.20",expectation_nehvi_rff,Exp-NEHVI-RFF,0.00018115603472122765,1.0810608060309215e-05,0.6739995527267456,0.49683880577247796,20
gmm_noise4x,"GMM, Std=0.20",ref_ch-var-nei,MARS-NEI,0.00012077559991548279,1.1582832698601939e-05,76.36893488907813,84.05280001292223,20
gmm_noise4x,"GMM, Std=0.20",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.00016170734320758212,9.350801174338576e-06,2.715383095860481,2.8201559476576454,20
gmm_noise4x,"GMM, Std=0.20",cas,Constraint Active Search,0.0008138724510689571,9.167161646712498e-05,6.225779019951821,5.214876091064397,20
gmm_hetero,"GMM, Std=0.2X",sobol,Sobol,0.007003837685380449,0.0012744256278955162,0.38320087671279907,0.19653441003768707,20
gmm_hetero,"GMM, Std=0.2X",nparego,qNParEGO,0.00215920137650725,0.0007272039859021877,2.5822153544425963,1.4275149160988556,20
gmm_hetero,"GMM, Std=0.2X",nehvi,qNEHVI,0.0034131812075151122,0.0015867287643242117,2.511804491519928,2.0912514314932187,20
gmm_hetero,"GMM, Std=0.2X",nehvi_rff,qNEHVI-RFF,0.0029828675986915375,0.0011505371452323935,0.8234144936800003,0.3895160273101568,20
gmm_hetero,"GMM, Std=0.2X",expectation_nparego,Exp-qNParEGO,0.0009503447473681453,0.0007474931466606284,5.416396563768387,12.57316601676065,20
gmm_hetero,"GMM, Std=0.2X",expectation_nehvi_rff,Exp-NEHVI-RFF,0.00017219418546113655,9.803666707030715e-06,0.9065559130907058,0.45171154642552036,20
gmm_hetero,"GMM, Std=0.2X",ref_ch-var-nei,MARS-NEI,0.00023685981275672202,1.0320511991685608e-05,4.8727113326787945,3.294465943024592,20
gmm_hetero,"GMM, Std=0.2X",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.00019124230681593496,5.020190587979629e-06,2.218450270295143,1.1067695705728204,20
gmm_corr,"GMM, Correlated",sobol,Sobol,0.006475271696532864,0.0012227815199475328,0.36861678814888,0.5168530386851855,20
gmm_corr,"GMM, Correlated",nparego,qNParEGO,0.002622180089871695,0.0007525847130801656,2.339115142464638,1.8229576880631826,20
gmm_corr,"GMM, Correlated",nehvi,qNEHVI,0.0033251115637912363,0.001318755620338821,2.44819502222538,1.6544470043217256,20
gmm_corr,"GMM, Correlated",nehvi_rff,qNEHVI-RFF,0.003268960447873002,0.0011123318379750767,0.7072009238004685,0.6406880763061948,20
gmm_corr,"GMM, Correlated",expectation_nparego,Exp-qNParEGO,0.0018996826529793492,0.0004894807801088991,3.7075535252094265,4.000342391235811,20
gmm_corr,"GMM, Correlated",expectation_nehvi_rff,Exp-NEHVI-RFF,0.00330267506575083,0.0011233527613686662,0.7379299912452697,0.6560891913518647,20
gmm_corr,"GMM, Correlated",ref_ch-var-ts,MARS-TS,0.0005135448161002025,1.4836231451339409e-05,2.9395137692689897,3.929735988533725,20
gmm_corr,"GMM, Correlated",ref_ch-var-nei,MARS-NEI,0.0005192211005757355,2.567584878885698e-05,5.7928903402090075,7.430651276625099,20
gmm_corr,"GMM, Correlated",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.0004457782399640252,1.7509142349337756e-05,1.8865963480472565,1.1268088712610769,20
gmm_mul,"GMM, Multiplicative",sobol,Sobol,0.006537465329597925,0.0010234990480331395,0.40810908269882207,0.5888299427448508,20
gmm_mul,"GMM, Multiplicative",nparego,qNParEGO,0.002154088313254556,0.0007675802515976352,2.4879040145874023,2.3158760647144088,20
gmm_mul,"GMM, Multiplicative",nehvi,qNEHVI,0.0031205694590906944,0.001433606229015351,2.4572542699575424,1.9921076479492552,20
gmm_mul,"GMM, Multiplicative",nehvi_rff,qNEHVI-RFF,0.0030538081671056226,0.0012127407338262787,0.7726573189496995,0.7045151423647398,20
gmm_mul,"GMM, Multiplicative",expectation_nparego,Exp-qNParEGO,0.0010286972541251153,0.00029183645436871894,3.3434654593467714,2.4171256627532864,20
gmm_mul,"GMM, Multiplicative",expectation_nehvi_rff,Exp-NEHVI-RFF,0.0013831421402904654,0.0005948419094054328,0.8523204616308212,1.0238661348175881,20
gmm_mul,"GMM, Multiplicative",ch-var-ucb,MARS-UCB,0.0026687385629359395,0.0003277047294118995,8.232512463212013,10.965933922898426,20
gmm_mul,"GMM, Multiplicative",ref_ch-var-ts,MARS-TS,9.150060534119861e-05,6.919059961974047e-06,3.3117707575559616,3.5888400340794413,20
gmm_mul,"GMM, Multiplicative",ref_ch-var-nei,MARS-NEI,0.00014519490027278467,1.1500690600776304e-05,3.882894519805908,2.9725278567482585,20
gmm_mul,"GMM, Multiplicative",ref_mvar_nehvi,MVaR-NEHVI,5.720107409114446e-05,1.2401218225994943e-06,145.58216558229924,130.71462480408084,20
gmm_mul,"GMM, Multiplicative",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,6.35720527047013e-05,2.6582111464185615e-06,1.794636318206787,1.6812131165560569,20
gmm3,"GMM, M=3, alpha=0.9",sobol,Sobol,0.004801336003671081,0.0008462415656712989,0.5297875348329544,0.3205469423341871,20
gmm3,"GMM, M=3, alpha=0.9",nparego,qNParEGO,0.0034667375170907774,0.0010946393303393664,1.4219475967884063,1.475793215581555,20
gmm3,"GMM, M=3, alpha=0.9",nehvi,qNEHVI,0.002321009013110024,0.0009793540298583061,23.778768716812134,43.82693715873938,20
gmm3,"GMM, M=3, alpha=0.9",nehvi_rff,qNEHVI-RFF,0.0018117934240926732,0.000611008615487232,0.6869900858402253,0.4710785118311203,20
gmm3,"GMM, M=3, alpha=0.9",expectation_nparego,Exp-qNParEGO,0.004550772893858971,0.001333424810064255,13.386495757818222,54.21790705693091,20
gmm3,"GMM, M=3, alpha=0.9",expectation_nehvi_rff,Exp-NEHVI-RFF,0.0015676253390878494,0.0005444109116589505,0.7674634253978729,0.803316293905613,20
gmm3,"GMM, M=3, alpha=0.9",ch-var-ucb,MARS-UCB,0.0024558362584171673,0.0005006799397605777,10.321402109146117,12.311371266265073,20
gmm3,"GMM, M=3, alpha=0.9",ref_ch-var-ts,MARS-TS,0.0003838917231799629,1.5896745332501973e-05,1.7738062769174576,2.514576019856494,20
gmm3,"GMM, M=3, alpha=0.9",ref_ch-var-nei,MARS-NEI,0.00036939918787081034,1.4836562732806865e-05,8.792887592434884,13.204031884218995,20
gmm3,"GMM, M=3, alpha=0.9",ref_mvar_nehvi_rff,MVaR-NEHVI-RFF,0.00035560334571028106,1.2381404247009863e-05,3.0174809955358506,2.087869769948811,20
